"Day","Month","Year","RentedBikeCount","Temperature","Humidity","WindSpeed","Visibility","DewPointTemp","SolarRadiation","Rainfall","Snowfall","Seasons","Holiday","Functioning.Day","Time"
26,4,2018,1796,20.7,30,3.3,1482,2.4,1.48,0,0,"Spring","No Holiday","Yes","Evening"
27,4,2018,1877,21.8,41,3,662,7.9,1.44,0,0,"Spring","No Holiday","Yes","Evening"
28,4,2018,2043,20.1,29,3.3,1840,1.4,1.78,0,0,"Spring","No Holiday","Yes","Evening"
29,4,2018,2094,21.9,28,3.1,1023,2.5,1.6,0,0,"Spring","No Holiday","Yes","Evening"
30,4,2018,1706,24,53,3.5,536,13.8,1.39,0,0,"Spring","No Holiday","Yes","Evening"
1,5,2018,1898,22,65,2.4,589,15.1,0.47,0,0,"Spring","Holiday","Yes","Evening"
2,5,2018,813,13.9,94,2.6,303,12.9,0.21,0,0,"Spring","No Holiday","Yes","Evening"
3,5,2018,1421,13.2,49,4.2,1999,2.7,0.69,0,0,"Spring","No Holiday","Yes","Evening"
4,5,2018,1857,18.1,30,4.6,1925,0.2,1.86,0,0,"Spring","No Holiday","Yes","Evening"
5,5,2018,2014,23.6,29,3.9,1948,4.5,1.68,0,0,"Spring","No Holiday","Yes","Evening"
6,5,2018,1737,20.2,62,1.1,2000,12.6,1.74,0,0,"Spring","No Holiday","Yes","Evening"
7,5,2018,2392,25.5,31,2.3,1974,7.1,1.5,0,0,"Spring","No Holiday","Yes","Evening"
8,5,2018,2020,21.7,38,2,2000,6.7,1.17,0,0,"Spring","No Holiday","Yes","Evening"
9,5,2018,2034,21.3,34,2.7,1967,4.7,1.82,0,0,"Spring","No Holiday","Yes","Evening"
10,5,2018,0,19.2,54,3.4,1075,9.6,1.83,0,0,"Spring","No Holiday","No","Evening"
11,5,2018,1863,18.9,45,2.6,1084,6.6,0.8,0,0,"Spring","No Holiday","Yes","Evening"
12,5,2018,24,14.3,98,0.7,270,13.9,0.08,1.5,0,"Spring","No Holiday","Yes","Evening"
13,5,2018,2410,19.4,63,2.6,1099,12.1,1.61,0,0,"Spring","No Holiday","Yes","Evening"
14,5,2018,1891,24.4,51,1.9,466,13.5,1.42,0,0,"Spring","No Holiday","Yes","Evening"
15,5,2018,1951,28.5,43,1.7,1404,14.6,1.06,0,0,"Spring","No Holiday","Yes","Evening"
16,5,2018,304,21.9,97,3.2,207,21.3,0.14,0.5,0,"Spring","No Holiday","Yes","Evening"
17,5,2018,131,22.7,96,0.4,249,22,0.11,2.5,0,"Spring","No Holiday","Yes","Evening"
18,5,2018,1551,17.2,81,1.2,2000,13.9,0.57,0,0,"Spring","No Holiday","Yes","Evening"
19,5,2018,2355,24.5,35,1.8,1927,8,1.93,0,0,"Spring","No Holiday","Yes","Evening"
20,5,2018,2310,22.4,23,2.4,2000,0.2,1.89,0,0,"Spring","No Holiday","Yes","Evening"
21,5,2018,2214,22.2,45,2.4,2000,9.6,0.83,0,0,"Spring","No Holiday","Yes","Evening"
22,5,2018,50,18.6,84,1.8,499,15.8,0.28,1,0,"Spring","Holiday","Yes","Evening"
23,5,2018,2069,22.4,39,3.2,1943,7.7,1.9,0,0,"Spring","No Holiday","Yes","Evening"
24,5,2018,1863,23.4,38,2.7,1885,8.2,1.76,0,0,"Spring","No Holiday","Yes","Evening"
25,5,2018,2013,23.6,28,3.1,1844,4,1.26,0,0,"Spring","No Holiday","Yes","Evening"
26,5,2018,1886,27.9,34,3.8,1259,10.5,1.73,0,0,"Spring","No Holiday","Yes","Evening"
27,5,2018,2307,23.5,32,3.2,1925,0,1.01,0,0,"Spring","No Holiday","Yes","Evening"
28,5,2018,2060,26.9,45,3.5,990,13.9,1.64,0,0,"Spring","No Holiday","Yes","Evening"
29,5,2018,2022,23.9,65,1.9,1425,16.9,1.02,0,0,"Spring","No Holiday","Yes","Evening"
30,5,2018,2166,24.1,41,2.2,1980,10,1.9,0,0,"Spring","No Holiday","Yes","Evening"
31,5,2018,2047,27.2,42,2.9,1828,13.1,1.79,0,0,"Spring","No Holiday","Yes","Evening"
1,6,2018,2123,29.2,35,4.3,1967,12.1,1.87,0,0,"Summer","No Holiday","Yes","Evening"
2,6,2018,2025,28.9,22,2.7,1965,5,1.93,0,0,"Summer","No Holiday","Yes","Evening"
3,6,2018,2131,29.5,29,4.1,1944,9.5,1.84,0,0,"Summer","No Holiday","Yes","Evening"
4,6,2018,2190,24.9,46,2,1855,12.4,0.91,0,0,"Summer","No Holiday","Yes","Evening"
5,6,2018,2115,28.1,37,3.6,1346,12,1.56,0,0,"Summer","No Holiday","Yes","Evening"
6,6,2018,2104,27.4,48,2.7,1084,15.4,1.8,0,0,"Summer","Holiday","Yes","Evening"
7,6,2018,2002,28.2,51,3.3,879,17,1.73,0,0,"Summer","No Holiday","Yes","Evening"
8,6,2018,2314,26.9,49,2.3,1210,15.2,1.72,0,0,"Summer","No Holiday","Yes","Evening"
9,6,2018,2355,28.2,39,2.9,1653,12.9,0.7,0,0,"Summer","No Holiday","Yes","Evening"
10,6,2018,2431,24.6,52,1.3,2000,14,0.82,0,0,"Summer","No Holiday","Yes","Evening"
11,6,2018,1475,20.7,72,3.4,2000,15.4,0.11,0,0,"Summer","No Holiday","Yes","Evening"
12,6,2018,2270,26.4,47,3,1976,14.1,1.76,0,0,"Summer","No Holiday","Yes","Evening"
13,6,2018,2664,25.6,57,3.3,919,16.4,0.87,0,0,"Summer","No Holiday","Yes","Evening"
14,6,2018,1934,24.6,57,1,1866,15.5,0.45,0,0,"Summer","No Holiday","Yes","Evening"
15,6,2018,2460,26.1,45,1.4,2000,13.2,1.26,0,0,"Summer","No Holiday","Yes","Evening"
16,6,2018,2383,28.4,43,2,1806,14.6,1.93,0,0,"Summer","No Holiday","Yes","Evening"
17,6,2018,2330,25.6,58,3.3,865,16.7,0.66,0,0,"Summer","No Holiday","Yes","Evening"
18,6,2018,2040,29.5,36,3.7,1786,12.8,1.94,0,0,"Summer","No Holiday","Yes","Evening"
19,6,2018,2328,25.1,51,2.4,1714,14.2,1.15,0,0,"Summer","No Holiday","Yes","Evening"
20,6,2018,2289,28,50,3.2,1137,16.6,1.93,0,0,"Summer","No Holiday","Yes","Evening"
21,6,2018,2176,28.4,43,3.3,1715,14.6,2.04,0,0,"Summer","No Holiday","Yes","Evening"
22,6,2018,2146,30.4,28,2.9,1834,9.8,1.9,0,0,"Summer","No Holiday","Yes","Evening"
23,6,2018,2101,28.1,49,3.2,1117,16.3,1.62,0,0,"Summer","No Holiday","Yes","Evening"
24,6,2018,1754,30.9,34,2.5,1640,13.2,1.79,0,0,"Summer","No Holiday","Yes","Evening"
25,6,2018,2008,31.5,42,2.3,990,17,1.36,0,0,"Summer","No Holiday","Yes","Evening"
26,6,2018,113,24,95,5,362,23.1,0.07,2,0,"Summer","No Holiday","Yes","Evening"
27,6,2018,2115,25.1,70,2.2,796,19.2,0.48,0,0,"Summer","No Holiday","Yes","Evening"
28,6,2018,65,22.2,92,1.2,254,20.8,0.11,4.9,0,"Summer","No Holiday","Yes","Evening"
29,6,2018,2099,28.5,60,2.6,1014,19.9,1.33,0,0,"Summer","No Holiday","Yes","Evening"
30,6,2018,1291,27.4,75,2.3,616,22.5,0.46,0,0,"Summer","No Holiday","Yes","Evening"
1,7,2018,25,22.4,96,0.4,1661,21.7,0.21,1.5,0,"Summer","No Holiday","Yes","Evening"
2,7,2018,861,25.3,87,0.6,751,22.9,0.49,0,0,"Summer","No Holiday","Yes","Evening"
3,7,2018,1783,32.4,50,2.2,2000,20.6,1.92,0,0,"Summer","No Holiday","Yes","Evening"
4,7,2018,1856,31.2,56,3.4,1943,21.3,1.82,0,0,"Summer","No Holiday","Yes","Evening"
5,7,2018,1381,27.3,76,0.9,1971,22.6,0.52,0,0,"Summer","No Holiday","Yes","Evening"
6,7,2018,2282,26.6,52,2.2,2000,15.9,1.02,0,0,"Summer","No Holiday","Yes","Evening"
7,7,2018,2020,28.9,45,1.4,2000,15.7,1.89,0,0,"Summer","No Holiday","Yes","Evening"
8,7,2018,2266,27.4,44,1.7,2000,14,1.17,0,0,"Summer","No Holiday","Yes","Evening"
9,7,2018,104,20.3,93,1.4,1684,19.1,0.32,1,0,"Summer","No Holiday","Yes","Evening"
10,7,2018,1603,26.5,76,1,1400,21.9,0.36,0,0,"Summer","No Holiday","Yes","Evening"
11,7,2018,1923,28.7,71,2.9,1666,22.9,0.71,0,0,"Summer","No Holiday","Yes","Evening"
12,7,2018,1915,27.9,75,2.5,1643,23,0.75,0,0,"Summer","No Holiday","Yes","Evening"
13,7,2018,1782,30.1,65,1.8,1923,22.7,1.36,0,0,"Summer","No Holiday","Yes","Evening"
14,7,2018,1433,31.5,53,3.7,1974,20.7,2.02,0,0,"Summer","No Holiday","Yes","Evening"
15,7,2018,1247,32.7,52,3,1872,21.5,1.96,0,0,"Summer","No Holiday","Yes","Evening"
16,7,2018,1425,33,46,3.1,1926,19.8,1.89,0,0,"Summer","No Holiday","Yes","Evening"
17,7,2018,1591,31.8,52,2.4,1438,20.7,1.93,0,0,"Summer","No Holiday","Yes","Evening"
18,7,2018,1596,32.6,46,2.8,1560,19.4,1.95,0,0,"Summer","No Holiday","Yes","Evening"
19,7,2018,1536,34,44,2.3,1891,20,1.95,0,0,"Summer","No Holiday","Yes","Evening"
20,7,2018,1468,34.3,44,2.1,1704,20.2,1.87,0,0,"Summer","No Holiday","Yes","Evening"
21,7,2018,1011,36.3,36,3.1,1972,18.8,1.91,0,0,"Summer","No Holiday","Yes","Evening"
22,7,2018,965,37.6,33,2.1,1837,18.5,1.82,0,0,"Summer","No Holiday","Yes","Evening"
23,7,2018,1310,34.8,49,3,1866,22.5,1.37,0,0,"Summer","No Holiday","Yes","Evening"
24,7,2018,1297,34.9,51,2.2,1235,23.2,0.98,0,0,"Summer","No Holiday","Yes","Evening"
25,7,2018,1412,33.2,56,2.2,1428,23.2,1.03,0,0,"Summer","No Holiday","Yes","Evening"
26,7,2018,1394,33.1,59,2.9,1038,24,1.14,0,0,"Summer","No Holiday","Yes","Evening"
27,7,2018,1289,34.7,59,2.7,1095,25.5,1.49,0,0,"Summer","No Holiday","Yes","Evening"
28,7,2018,863,28.2,83,1.3,1099,25,0.11,0,0,"Summer","No Holiday","Yes","Evening"
29,7,2018,895,36.3,36,1.5,2000,18.8,1.87,0,0,"Summer","No Holiday","Yes","Evening"
30,7,2018,1224,35.4,44,0.8,2000,21.2,1.1,0,0,"Summer","No Holiday","Yes","Evening"
31,7,2018,1184,38,36,1.3,1989,20.3,2.03,0,0,"Summer","No Holiday","Yes","Evening"
1,8,2018,1033,39,41,2.6,1881,23.3,1.83,0,0,"Summer","No Holiday","Yes","Evening"
2,8,2018,1066,37.4,44,2.3,1829,23,1.49,0,0,"Summer","No Holiday","Yes","Evening"
3,8,2018,1105,35.8,49,3.9,1633,23.4,1.52,0,0,"Summer","No Holiday","Yes","Evening"
4,8,2018,901,34.3,48,3.4,2000,21.7,1.82,0,0,"Summer","No Holiday","Yes","Evening"
5,8,2018,978,32.8,61,4,1878,24.2,1.46,0,0,"Summer","No Holiday","Yes","Evening"
6,8,2018,1063,35,53,1.5,1618,23.9,1.78,0,0,"Summer","No Holiday","Yes","Evening"
7,8,2018,1232,35.6,44,2.4,1860,21.4,1.69,0,0,"Summer","No Holiday","Yes","Evening"
8,8,2018,1266,35,37,2.6,2000,18.1,1.72,0,0,"Summer","No Holiday","Yes","Evening"
9,8,2018,740,28.8,83,4,969,25.6,0.39,1.1,0,"Summer","No Holiday","Yes","Evening"
10,8,2018,1293,36.3,40,2.7,2000,20.5,1.93,0,0,"Summer","No Holiday","Yes","Evening"
11,8,2018,1006,35.8,36,2.2,2000,18.3,1.58,0,0,"Summer","No Holiday","Yes","Evening"
12,8,2018,1156,33.7,48,2.3,2000,21.1,0.41,0,0,"Summer","No Holiday","Yes","Evening"
13,8,2018,1358,33.2,55,2.7,1600,22.9,0.55,0,0,"Summer","No Holiday","Yes","Evening"
14,8,2018,1306,34.7,51,3,2000,23,1.22,0,0,"Summer","No Holiday","Yes","Evening"
15,8,2018,960,33.6,55,3.9,1929,23.3,0.86,0,0,"Summer","Holiday","Yes","Evening"
16,8,2018,1384,33.8,37,2.2,2000,17,1.74,0,0,"Summer","No Holiday","Yes","Evening"
17,8,2018,1666,33.1,27,1.9,1975,11.5,1.76,0,0,"Summer","No Holiday","Yes","Evening"
18,8,2018,1806,29.9,39,2.9,2000,14.4,0.86,0,0,"Summer","No Holiday","Yes","Evening"
19,8,2018,1721,32.7,33,2.5,1994,14.3,1.18,0,0,"Summer","No Holiday","Yes","Evening"
20,8,2018,1704,32.1,44,2.6,1731,18.3,0.6,0,0,"Summer","No Holiday","Yes","Evening"
21,8,2018,1663,30.8,52,2.3,1953,19.8,1.49,0,0,"Summer","No Holiday","Yes","Evening"
22,8,2018,1495,36.4,39,1.2,2000,20.2,1.15,0,0,"Summer","No Holiday","Yes","Evening"
23,8,2018,1249,30.8,59,2.2,2000,21.8,0.41,0,0,"Summer","No Holiday","Yes","Evening"
24,8,2018,403,24.1,89,1.9,2000,22.1,0.58,0,0,"Summer","No Holiday","Yes","Evening"
25,8,2018,1797,26.9,60,2.8,2000,18.4,0.77,0,0,"Summer","No Holiday","Yes","Evening"
26,8,2018,1399,23.5,58,1.2,2000,14.7,0.52,0,0,"Summer","No Holiday","Yes","Evening"
27,8,2018,1356,24.9,82,0.9,2000,21.6,0.67,0,0,"Summer","No Holiday","Yes","Evening"
28,8,2018,39,24.8,96,1.8,564,24.1,0.14,2.5,0,"Summer","No Holiday","Yes","Evening"
29,8,2018,160,24.6,93,0.9,1451,23.3,0,1.5,0,"Summer","No Holiday","Yes","Evening"
30,8,2018,1473,26.8,73,2.6,916,21.5,0.37,0,0,"Summer","No Holiday","Yes","Evening"
31,8,2018,1869,29.1,49,2.8,1969,17.2,1.57,0,0,"Summer","No Holiday","Yes","Evening"
1,9,2018,1845,29.6,42,1.3,2000,15.3,0.98,0,0,"Autumn","No Holiday","Yes","Evening"
2,9,2018,2069,28.8,47,2,1998,16.3,1,0,0,"Autumn","No Holiday","Yes","Evening"
3,9,2018,23,22.7,96,4.9,452,22,0.07,13,0,"Autumn","No Holiday","Yes","Evening"
4,9,2018,1993,27.6,47,3.3,2000,15.2,1.49,0,0,"Autumn","No Holiday","Yes","Evening"
5,9,2018,2068,27.7,40,5,2000,12.8,1.51,0,0,"Autumn","No Holiday","Yes","Evening"
6,9,2018,1525,26.6,63,3,2000,18.9,0.43,0,0,"Autumn","No Holiday","Yes","Evening"
7,9,2018,2183,24.5,37,3.2,2000,8.8,1.04,0,0,"Autumn","No Holiday","Yes","Evening"
8,9,2018,2167,27.2,35,1.7,2000,10.3,1.32,0,0,"Autumn","No Holiday","Yes","Evening"
9,9,2018,2201,27.7,33,1.1,2000,9.9,1.21,0,0,"Autumn","No Holiday","Yes","Evening"
10,9,2018,2147,26.6,40,1.4,2000,11.8,0.69,0,0,"Autumn","No Holiday","Yes","Evening"
11,9,2018,2171,25.4,44,1.2,2000,12.2,0.84,0,0,"Autumn","No Holiday","Yes","Evening"
12,9,2018,2129,27.8,41,1.9,1999,13.3,1.27,0,0,"Autumn","No Holiday","Yes","Evening"
13,9,2018,2021,27.9,51,1.4,2000,16.8,1.19,0,0,"Autumn","No Holiday","Yes","Evening"
14,9,2018,2059,25.9,56,1.7,2000,16.4,0.42,0,0,"Autumn","No Holiday","Yes","Evening"
15,9,2018,1474,24.4,75,0.6,2000,19.6,0.17,0,0,"Autumn","No Holiday","Yes","Evening"
16,9,2018,322,22,89,2.2,285,20,0.21,1,0,"Autumn","No Holiday","Yes","Evening"
17,9,2018,2056,27.3,43,2.6,2000,13.6,1.25,0,0,"Autumn","No Holiday","Yes","Evening"
18,9,2018,0,25.5,38,2.9,1997,10.1,0.92,0,0,"Autumn","No Holiday","No","Evening"
19,9,2018,0,25,44,1.3,1883,11.8,0.36,0,0,"Autumn","No Holiday","No","Evening"
20,9,2018,1290,19.3,76,2.1,2000,14.9,0.21,0,0,"Autumn","No Holiday","Yes","Evening"
21,9,2018,1904,21.2,77,1.2,2000,16.9,0.31,0,0,"Autumn","No Holiday","Yes","Evening"
22,9,2018,2045,24.6,35,3.6,1990,8.1,1.2,0,0,"Autumn","No Holiday","Yes","Evening"
23,9,2018,1591,24.1,41,2.4,2000,10,1.17,0,0,"Autumn","Holiday","Yes","Evening"
24,9,2018,1442,21.6,32,3.1,2000,4.1,1.2,0,0,"Autumn","Holiday","Yes","Evening"
25,9,2018,2033,22.9,33,1.4,2000,5.7,0.83,0,0,"Autumn","Holiday","Yes","Evening"
26,9,2018,2349,23.6,38,1.4,2000,8.4,1.04,0,0,"Autumn","No Holiday","Yes","Evening"
27,9,2018,2189,24.3,31,1.5,2000,6,1.17,0,0,"Autumn","No Holiday","Yes","Evening"
28,9,2018,0,21.7,52,1.1,2000,11.4,0.79,0,0,"Autumn","No Holiday","No","Evening"
29,9,2018,2432,26.3,31,1,2000,7.8,1.03,0,0,"Autumn","No Holiday","Yes","Evening"
30,9,2018,0,20.4,31,3.2,2000,2.6,1.06,0,0,"Autumn","No Holiday","No","Evening"
1,10,2018,1799,17.2,53,2.9,2000,7.5,0.25,0,0,"Autumn","No Holiday","Yes","Evening"
2,10,2018,0,21.2,40,2.4,2000,7,0.98,0,0,"Autumn","No Holiday","No","Evening"
3,10,2018,2400,23.3,36,1.7,1960,7.3,0.95,0,0,"Autumn","Holiday","Yes","Evening"
4,10,2018,0,24.2,44,1.5,2000,11.1,0.58,0,0,"Autumn","No Holiday","No","Evening"
5,10,2018,66,16.9,97,2.1,728,16.4,0.08,5.5,0,"Autumn","No Holiday","Yes","Evening"
6,10,2018,1870,21.1,64,1.2,2000,14,0.4,0,0,"Autumn","No Holiday","Yes","Evening"
7,10,2018,2255,19.4,32,3.2,2000,2.2,0.63,0,0,"Autumn","No Holiday","Yes","Evening"
8,10,2018,2127,20,28,0.7,2000,0.9,0.79,0,0,"Autumn","No Holiday","Yes","Evening"
9,10,2018,0,18.4,39,2.1,2000,4.1,0.45,0,0,"Autumn","Holiday","No","Evening"
10,10,2018,1775,13.1,45,3.1,2000,1.4,0.62,0,0,"Autumn","No Holiday","Yes","Evening"
11,10,2018,1685,13.2,36,3.6,2000,-1.5,0.55,0,0,"Autumn","No Holiday","Yes","Evening"
12,10,2018,1902,16.3,39,1.7,1969,2.3,0.8,0,0,"Autumn","No Holiday","Yes","Evening"
13,10,2018,1995,18.7,33,1.1,1164,2,0.7,0,0,"Autumn","No Holiday","Yes","Evening"
14,10,2018,1990,18.2,43,2.3,1925,5.4,0.68,0,0,"Autumn","No Holiday","Yes","Evening"
15,10,2018,1773,19.3,49,2.8,966,8.3,0.55,0,0,"Autumn","No Holiday","Yes","Evening"
16,10,2018,1811,18.4,38,1.8,1565,3.8,0.5,0,0,"Autumn","No Holiday","Yes","Evening"
17,10,2018,1896,16.9,34,2.5,2000,0.9,0.74,0,0,"Autumn","No Holiday","Yes","Evening"
18,10,2018,1804,16.9,44,1.6,2000,4.5,0.44,0,0,"Autumn","No Holiday","Yes","Evening"
19,10,2018,1939,18.5,35,2.2,2000,2.7,0.68,0,0,"Autumn","No Holiday","Yes","Evening"
20,10,2018,1949,19.2,23,1.5,2000,-2.4,0.62,0,0,"Autumn","No Holiday","Yes","Evening"
21,10,2018,1883,18.8,24,2.1,2000,-2.2,0.63,0,0,"Autumn","No Holiday","Yes","Evening"
22,10,2018,1904,18.9,35,1.7,720,3,0.41,0,0,"Autumn","No Holiday","Yes","Evening"
23,10,2018,1604,15.7,63,3.2,1118,8.6,0.39,0,0,"Autumn","No Holiday","Yes","Evening"
24,10,2018,1904,17,47,2.2,1989,5.5,0.59,0,0,"Autumn","No Holiday","Yes","Evening"
25,10,2018,1961,19.2,36,0.7,1643,3.7,0.38,0,0,"Autumn","No Holiday","Yes","Evening"
26,10,2018,1386,14.3,77,2.9,1966,10.3,0.5,0,0,"Autumn","No Holiday","Yes","Evening"
27,10,2018,1176,9.5,34,5.7,2000,-5.6,0.45,0,0,"Autumn","No Holiday","Yes","Evening"
28,10,2018,535,9.4,85,1.2,2000,6.9,0.07,1.5,0,"Autumn","No Holiday","Yes","Evening"
29,10,2018,1274,10,43,4.9,2000,-2,0.43,0,0,"Autumn","No Holiday","Yes","Evening"
30,10,2018,1357,9.9,40,2.6,2000,-3,0.47,0,0,"Autumn","No Holiday","Yes","Evening"
31,10,2018,1462,11.3,41,1.8,2000,-1.4,0.51,0,0,"Autumn","No Holiday","Yes","Evening"
1,11,2018,1569,13.7,37,1.4,2000,-0.7,0.49,0,0,"Autumn","No Holiday","Yes","Evening"
2,11,2018,1730,17,36,1.5,1672,1.8,0.47,0,0,"Autumn","No Holiday","Yes","Evening"
3,11,2018,0,16.7,45,2.2,772,4.6,0.43,0,0,"Autumn","No Holiday","No","Evening"
4,11,2018,1596,16.9,33,2.2,1972,0.5,0.43,0,0,"Autumn","No Holiday","Yes","Evening"
5,11,2018,1664,15.7,49,2,1252,5,0.26,0,0,"Autumn","No Holiday","Yes","Evening"
6,11,2018,0,15.3,63,1.2,260,8.2,0.23,0,0,"Autumn","No Holiday","No","Evening"
7,11,2018,1115,14.9,73,0.9,854,10,0.04,0,0,"Autumn","No Holiday","Yes","Evening"
8,11,2018,30,11.9,97,0.7,269,11.4,0,0,0,"Autumn","No Holiday","Yes","Evening"
9,11,2018,0,12.9,66,3.6,682,6.6,0.32,0,0,"Autumn","No Holiday","No","Evening"
10,11,2018,1379,14.8,47,1.3,787,3.5,0.35,0,0,"Autumn","No Holiday","Yes","Evening"
11,11,2018,660,8.9,57,3,1149,0.8,0.03,0,0,"Autumn","No Holiday","Yes","Evening"
12,11,2018,1472,11.8,43,1.8,1685,-0.3,0.34,0,0,"Autumn","No Holiday","Yes","Evening"
13,11,2018,1420,12.7,40,1.9,1967,-0.5,0.33,0,0,"Autumn","No Holiday","Yes","Evening"
14,11,2018,1532,13.6,46,1.8,1374,2.1,0.31,0,0,"Autumn","No Holiday","Yes","Evening"
15,11,2018,1416,13.7,38,1.4,884,-0.3,0.29,0,0,"Autumn","No Holiday","Yes","Evening"
16,11,2018,1346,11,70,2.9,617,5.7,0.12,0,0,"Autumn","No Holiday","Yes","Evening"
17,11,2018,1031,7.7,34,2.6,2000,-7.2,0.13,0,0,"Autumn","No Holiday","Yes","Evening"
18,11,2018,1039,8.7,42,1.7,1576,-3.5,0.18,0,0,"Autumn","No Holiday","Yes","Evening"
19,11,2018,1233,8.7,48,1.7,965,-1.7,0.25,0,0,"Autumn","No Holiday","Yes","Evening"
20,11,2018,1269,9.8,28,2.4,1983,-7.8,0.29,0,0,"Autumn","No Holiday","Yes","Evening"
21,11,2018,1101,5.7,61,2.2,1987,-1.2,0.07,0,0,"Autumn","No Holiday","Yes","Evening"
22,11,2018,1101,4.9,41,3.3,1985,-7.2,0.25,0,0,"Autumn","No Holiday","Yes","Evening"
23,11,2018,1101,5.4,19,0.5,2000,-16.4,0.27,0,0,"Autumn","No Holiday","Yes","Evening"
24,11,2018,435,2.9,85,1.6,1000,0.6,0.2,0,3.5,"Autumn","No Holiday","Yes","Evening"
25,11,2018,813,9,59,0.7,677,1.4,0.1,0,0.4,"Autumn","No Holiday","Yes","Evening"
26,11,2018,1156,11.4,48,0.4,706,0.7,0.24,0,0,"Autumn","No Holiday","Yes","Evening"
27,11,2018,1033,11.1,72,2.3,277,6.2,0.12,0,0,"Autumn","No Holiday","Yes","Evening"
28,11,2018,1099,7.6,23,2.9,1678,-12.2,0.25,0,0,"Autumn","No Holiday","Yes","Evening"
29,11,2018,996,5.8,38,1.3,1674,-7.4,0.01,0,0,"Autumn","No Holiday","Yes","Evening"
30,11,2018,1047,6,29,2.1,1877,-10.7,0.23,0,0,"Autumn","No Holiday","Yes","Evening"
